ctx_a,ctx_b,ctx,endings,id,ind,activity_label,source_id,split,split_type,label
"[header] Cum să curățați pantofii din catifea neagră [title] Cumpărați o perie pentru catifea. [step] Catifeaua este un material foarte delicat, deci nu puteți utiliza orice perie. De asemenea, nu puteți utiliza apă pentru curățarea majorității petelor.",,"[header] Cum să curățați pantofii din catifea neagră [title] Cumpărați o perie pentru catifea. [step] Catifeaua este un material foarte delicat, deci nu puteți utiliza orice perie. De asemenea, nu puteți utiliza apă pentru curățarea majorității petelor.","['Trebuie să utilizați o perie moale pentru a șterge ușor murdăria. Puteți cumpăra o perie pentru catifea, care poate fi găsită la cele mai multe magazine mari, la magazinele de încălțăminte sau online.', 'Firele de perie vor zgâria catifeaua, iar mișcarea înapoi a firelor periei va crea acumularea de murdărie. [title] Nu utilizați o perie cu fire de aluminiu sau oțel.', 'Alegeți o perie pentru catifea fără vopsea. Această perie va aspira pur și simplu excesul de apă și o va reporni cu șampon.', 'Cumpărați o perie pentru catifea de la un magazin local de textile sau de legume. Peria trebuie să se potrivească confortabil în pantofi și să nu frece materialul.']",hellaswag/validation/9586,46882,Personal Care and Style,wikihow~77133,val,zeroshot,0
"[header] Cum să verificați backlink-urile către orice site web cu instrumentul moonsearch [title] Introduceți ""moonsearch.com"" în bara de adrese a browser-ului web. [title] Tastați adresa site-ului web pe care doriți să o verificați în câmpul de intrare (noi am introdus example.com). [step] Apăsați butonul ""căutare"".",,"[header] Cum să verificați backlink-urile către orice site web cu instrumentul moonsearch [title] Introduceți ""moonsearch.com"" în bara de adrese a browser-ului web. [title] Tastați adresa site-ului web pe care doriți să o verificați în câmpul de intrare (noi am introdus example.com). [step] Apăsați butonul ""căutare"".","['Acum puteți vedea cum cu acest câmp de opțiuni de căutare puteți fi sigur că site-ul funcționează. Dar șansele sunt că nu.', '[title] În fila „rezumat” puteți vedea informații valoroase despre rankingul Alexa al site-ului, Moonrank, rangul paginii, adresa IP a serverului, locația etc. [title] În fila „backlink” veți vedea lista de domenii care fac legătura cu site-ul.', 'Dacă l-ați dezactivat, vi se va solicita să introduceți mai întâi codul de domeniu. [title] Derulați în sus până la site-ul pe care doriți să-l verificați.', 'Veți fi redirecționat către pagina principală a site-ului. [title] Introduceți termenii de căutare și un interval în câmpurile de text pentru adresa sau url-ul de returnare al site-ului.']",hellaswag/validation/8845,41525,Computers and Electronics,wikihow~68340,val,indomain,1
Un bărbat vorbește cu o femeie despre ce pantofi îi plac să poarte. Oamenii dansează și se distrează împreună la eveniment.,acolo,Un bărbat vorbește cu o femeie despre ce pantofi îi plac să poarte. Oamenii dansează și se distrează împreună la eveniment. acolo,"['oamenii joacă un sport pe gheață cu frisbee-uri.', 'se mănâncă mâncare la eveniment de mulți.', 'oamenii fac poze cu telefoanele lor.', 'sunt băuturi într-un bol cu culori curcubeu, în timp ce o persoană toarnă ulei dintr-o sită.']",hellaswag/validation/380,5291,Running a marathon,activitynet~v_yxZ4ouqcld4,val,zeroshot,1
"[header] Cum să urinezi fără să atingi toaleta [title] Cumpără un enton. [step] Femeile au căutat de mult timp modalități de a evita atingerea toaletei. Nu pare deloc corect să poată sta în picioare bărbații, iar voi să trebuiți să stați jos, nu-i așa? Din fericire, piața a răspuns nevoilor femeilor.",,"[header] Cum să urinezi fără să atingi toaleta [title] Cumpără un enton. [step] Femeile au căutat de mult timp modalități de a evita atingerea toaletei. Nu pare deloc corect să poată sta în picioare bărbații, iar voi să trebuiți să stați jos, nu-i așa? Din fericire, piața a răspuns nevoilor femeilor.","['Ia un enton și toarnă toată apa din sticla care a venit împreună cu prescripția ta. Folosind entonul, vei putea să stoarceți apa și să vă asigurați că rămâne lichidă cât mai mult timp posibil.', 'Există dispozitive asemănătoare entonului de vânzare, care permit femeilor să urineze în picioare cu ușurință. Când ești într-o călătorie de cumpărături, caută ceea ce se numește dispozitiv urinar feminin.', '[substeps] Pentru a-ți lua banii, sau cel mai probabil colegii tăi care își doresc același lucru, consultă un program de fotografie cu toaletă. Vopsește sau pastelează un fundal de culoare deschisă.', 'Aceste femei nu sunt luate în serios, iar fetele care se găsesc stand în jurul acestei toalete de mai multe ori pe zi pot fi lăsate în afara urinei, motiv pentru care trebuie să lași alte femei să afle. Este unul dintre avantajele din această mașină, dacă ai mai mult de una.']",hellaswag/validation/7300,30111,Health,wikihow~49635,val,indomain,1
[header] Cum să scrii o scrisoare de cerere [title] Găsește compania la care dorești să lucrezi. [step] Caută postări de job-uri pentru a vedea dacă cineva recrutează pentru setul tău de abilități. Uneori poate fi dificil să găsești job-uri care să fie deschise și care să recruteze în mod activ. Există momente în care este mai bine să întrebați direct o companie dorită dacă are disponibilitate pentru setul tău unic de abilități.,,[header] Cum să scrii o scrisoare de cerere [title] Găsește compania la care dorești să lucrezi. [step] Caută postări de job-uri pentru a vedea dacă cineva recrutează pentru setul tău de abilități. Uneori poate fi dificil să găsești job-uri care să fie deschise și care să recruteze în mod activ. Există momente în care este mai bine să întrebați direct o companie dorită dacă are disponibilitate pentru setul tău unic de abilități.,"['[substeps] În Canada, acest proces urmează tradițional o cercetare de 11 zile (i). Prin examinarea titlurilor de locuri de muncă și nivelurilor de grade, veți afla despre viitorul angajator dorit.', 'Iată câteva locuri de unde puteți începe: [substeps] Fiecare ""acel"" este un website care caută abilități suplimentare. De exemplu, întrebați despre a fi asociat timp de 10 ani într-un comitet de lucru guvernamental.', '[substeps] Adunați informațiile de contact pentru orice poziție la care doriți să aplicați pe site-ul lor. Unele companii pot avea cerințe speciale pentru aplicanți pentru a completa anumite scrisori de recomandare, adesea denumite scrisori de recomandare.', 'Aflați pentru care dintre ele scrieți scrisoarea. [substeps] Cercetați compania pentru a putea ști exact ce fac, ce reprezintă și ce ar putea căuta într-un nou angajat.']",hellaswag/validation/4916,12637,Education and Communications,wikihow~20897,val,indomain,3
1 un tip cântă la saxofon. 2 un tip vorbește despre cum cântă la saxofon.,3 tipul,1 un tip cântă la saxofon. 2 un tip vorbește despre cum cântă la saxofon. 3 tipul,"['cântă din nou la saxofon', 'și-a pus mâna pe birou', 'cântă la tobe și oprește camera', 'vorbește despre saxofon împotriva voinței lui.']",hellaswag/validation/2532,38889,Playing saxophone,activitynet~v_TnvAN5iwpIw,val,indomain,0
Un bărbat se bărbierește cu un cuțit de ras. Îl vedem pe om în spatele lui și bărbații îmbrățișează și vorbesc.,omul,Un bărbat se bărbierește cu un cuțit de ras. Îl vedem pe om în spatele lui și bărbații îmbrățișează și vorbesc. omul,"['termină de bărbierit și își pune barba pe oglindă.', 'se întoarce să se bărbierească.', 'își întinde mâna în timp ce se bărbierește și apoi sărută o femeie.', 'și freacă capul ras.']",hellaswag/validation/1602,24244,Shaving,activitynet~v_mn1ozn0j7D8,val,indomain,1
"Un atlet de sex masculin de culoare este afară, într-un câmp, la o întâlnire de atletism și se pregătește să sare peste o bară la înălțime.",tipul,"Un atlet de sex masculin de culoare este afară, într-un câmp, la o întâlnire de atletism și se pregătește să sare peste o bară la înălțime. tipul","['apoi participă la săritura în lungime, în timp ce 10 bărbați se uită de pe margine.', 'în cămașa neagră concura cu un alt bărbat, care alerga spre zona de sărituri în înălțime, ținând ceva în mâna stângă.', 'ia un start la un unghi și reușește să sară cu spatele peste bara de șase picioare și o trece.', 'apoi își lucrează picioarele și abdomenul pentru săritura în înălțime și anunță că va fi puțin mai înaltă decât cele două anterioare care erau reale.']",hellaswag/validation/1726,26651,High jump,activitynet~v_Z47QGlaQ1NE,val,zeroshot,2
"[header] Cum să diagnostichezi gripa la câini [title] Fii atent la tuse. [step] Gripa canină este adesea confundată cu tusea de box, deoarece ambele infecții afectează tractul respirator. Dacă câinele tusește sau prezintă alte semne respiratorii sau dificultăți de respirație, ar trebui să-l aduci la veterinar pentru a fi testat pentru gripă canină (și posibil diagnosticat).",,"[header] Cum să diagnostichezi gripa la câini [title] Fii atent la tuse. [step] Gripa canină este adesea confundată cu tusea de box, deoarece ambele infecții afectează tractul respirator. Dacă câinele tusește sau prezintă alte semne respiratorii sau dificultăți de respirație, ar trebui să-l aduci la veterinar pentru a fi testat pentru gripă canină (și posibil diagnosticat).","['Dacă câinele tău este aproape surd, a devenit pal, tusete în mod regulat sau prezintă oricare dintre simptomele menționate mai sus, du-l imediat la veterinar. [substeps] Tusea de box este adesea însoțită de probleme stomacale și respirație rapidă.', '[title] Fii atent la umiditatea neobișnuită și umiditatea din jurul nasului câinelui tău. [step] Câinele tău poate avea secreții nazale ca simptom al gripei canine.', 'În cele mai multe cazuri, însă, tusea va răspunde la opțiuni de screening mai critice. [title] Rețineți că gripa nu este direct legată de tusea de box.', 'Simptomele includ: câinele își ia aerul cu greutate, tusete, își atinge urechile cu labele, și/sau umblă ezitant cu pieptul coborât. Câinele tău tremură sau are dificultăți în înghițire.']",hellaswag/validation/6463,23846,Pets and Animals,wikihow~39362,val,indomain,1
"[header] Cum să transportați pisicile cu avionul [title] Vorbiți cu compania aeriană despre transportarea pisicii în cabină. [step] Contactați compania aeriană cu care planificați să zburați pentru a verifica dacă puteți transporta pisica în cabina aeroportului într-un recipient sub scaunul din fața dumneavoastră. Evitați transportul pisicii în zona de marfă sau bagaje, dacă este posibil. ",,"[header] Cum să transportați pisicile cu avionul [title] Vorbiți cu compania aeriană despre transportarea pisicii în cabină. [step] Contactați compania aeriană cu care planificați să zburați pentru a verifica dacă puteți transporta pisica în cabina aeroportului într-un recipient sub scaunul din fața dumneavoastră. Evitați transportul pisicii în zona de marfă sau bagaje, dacă este posibil. ","['Compania aeriană poate avea instrucțiuni pe care ar trebui să le citiți înainte de a încerca să transportați pisica în containere. [substeps] Verificați că toate ventilatoarele deasupra capului funcționează.', 'Nu numai că îi va afecta sănătatea pisicii, dar va provoca și infectarea și moartea acesteia. [substeps] Sunați compania aeriană mai târziu și întrebați despre transportarea pisicii în zona de marfă, în special dacă este un recipient mai mic, cu mai puțin sprijin terestru și nu oferă adăpost suplimentar.', '[title] Păstrați orice obiecte de valoare în recipientul sigur până la sosirea la destinație. [step] Evitați mutarea obiectelor de la zbor sau la un hotel care oferă facilități în avion, precum servicii de telecabină sau birouri pentru animale de companie.', '[substeps] Majoritatea companiilor aeriene vă permit să luați pisica în avion în zona de cabină pentru o taxă mică. Încercați să sunați compania aeriană cu mult timp înainte de zbor, deoarece există un număr limitat de animale permise în cabină pe parcursul unui zbor.']",hellaswag/validation/7449,31286,Pets and Animals,wikihow~51578,val,indomain,3
[header] Cum să înlături mirosul de fum din gențile de mână din material [title] Umple un chiuvetă sau o cadă cu apă rece. [step] Apa caldă poate micșora sau putea deteriora materialul genții tale. Umple chiuveta sau cada cu suficienta apă pentru a imersa complet geanta ta.,,[header] Cum să înlături mirosul de fum din gențile de mână din material [title] Umple un chiuvetă sau o cadă cu apă rece. [step] Apa caldă poate micșora sau putea deteriora materialul genții tale. Umple chiuveta sau cada cu suficienta apă pentru a imersa complet geanta ta.,"['Adaugă puțin balsam de rufe și apă caldă pentru a ajuta la înmuierea materialului, adăugând un gust și un miros plăcut. [title] Înmoaie geanta timp de aproximativ 15 până la 20 de minute.', 'Dacă ai o cadă, asigură-te că nu este prea fierbinte pentru a imersa geanta. Pune gențile în apă.', 'Lasă spațiu pentru a lucra materialul cu mâinile. [title] Folosește un detergent de rufe care este creat pentru materiale delicate.', 'Lasă geanta în apa fierbinte timp de o oră sau două. Adaugă mai mult suc de lămâie pentru a răci apa, dar nu turna direct, altfel aroma poate deteriora geanta.']",hellaswag/validation/8476,38602,Personal Care and Style,wikihow~63579,val,zeroshot,2
Pe ecran apare o introducere pentru un videoclip despre trucuri de skateboarding.,mai multe trucuri,Pe ecran apare o introducere pentru un videoclip despre trucuri de skateboarding. Mai multe trucuri.,"['sunt prezentate în timp ce cineva vorbește despre trucuri.', 'sunt prezentate pe ceea ce pare a fi un telescaun.', 'sunt prezentate cu skateboard-ul, incluzând trucuri pe lângă diverse obiecte, precum scări, canapele și chiuvete.', 'sunt prezentate de pe role în timp ce se mișcă repede.']",hellaswag/validation/532,7469,Skateboarding,activitynet~v_t6f_O8a4sSg,val,indomain,0
"[header] Cum să cumpărați ochelari de soare pentru copii mici [title] Achiziționați ochelari de soare care oferă protecție împotriva razelor ultraviolete (uv). [step] Expunerea la razele uv este responsable pentru aproape toate tipurile de cancer de piele, și are și efecte negative asupra cristalinului și structurii interioare a ochilor copiilor dumneavoastră. Orice ochelari de soare purtați de copiii dumneavoastră ar trebui să ofere protecție împotriva ambelor tipuri de raze uv: uva și uvb.",,"[header] Cum să cumpărați ochelari de soare pentru copii mici [title] Achiziționați ochelari de soare care oferă protecție împotriva razelor ultraviolete (uv). [step] Expunerea la razele uv este responsable pentru aproape toate tipurile de cancer de piele, și are și efecte negative asupra cristalinului și structurii interioare a ochilor copiilor dumneavoastră. Orice ochelari de soare purtați de copiii dumneavoastră ar trebui să ofere protecție împotriva ambelor tipuri de raze uv: uva și uvb.","['[substeps] Dacă copilul dumneavoastră este mai mic, asigurați-vă că ochelarii pe care îi poartă oferă protecție ultravioletă și previn patrunderea razelor uvb în ochi. Asigurați-vă că ramele sunt biodegradabile și rezistente la uva.', 'Achiziționați doar ochelari de soare care au etichetă clară pe cadru sau lentilă care indică faptul că protejează împotriva razelor uv. Căutați ochelari care blochează 99-100% din aceste raze periculoase.', '[title] Achiziționați ochelari de la specialistul copilului dumneavoastră. [step] Înainte de a achiziționa o pereche de lentile de contact pentru copilul dumneavoastră, specialistul va selecta cel mai potrivit model de ochelari pentru copilul dumneavoastră și va recomanda dimensiunea corectă a lentilei pentru copil.', '[substeps] Dacă aveți nevoie de protecție, optați pentru ochelari de soare cu spectru uva-uvb. Bateți cu degetul pe partea exterioară a încheieturii mâinii în timp ce plasați ochelarii de soare pe față.']",hellaswag/validation/5379,15953,Family Life,wikihow~26412,val,zeroshot,1
"[header] Cum să faci sorbet de ciocolată vegană [title] Într-un vas cu fundul gros și fără foc, amestecă zahărul și pudra de cacao. [title] Adaugă apa treptat și amestecă până se obține o pastă. [title] Adaugă apa treptat până când se combină toată apa și amestecul devine uniform.",,"[header] Cum să faci sorbet de ciocolată vegană [title] Într-un vas cu fundul gros și fără foc, amestecă zahărul și pudra de cacao. [title] Adaugă apa treptat și amestecă până se obține o pastă. [title] Adaugă apa treptat până când se combină toată apa și amestecul devine uniform.","['[title] Fierbe amestecul până când zahărul se dizolvă, apoi scade temperatura. [title] Lasă să fiarbă la foc mic timp de 10 minute.', '[title] Pune amestecul într-un vas și lasă-l sa fiarbă. [title] Acoperă vasul cu un capac și lasă să fiarbă timp de 45 de minute la foc mic până când ajunge la punctul de fierbere.', '[title] Îndepărtează amestecul de pe foc și adaugă amidonul de porumb, bicarbonatul de sodiu și sarea. [title] Lasă să se răcească la temperatura camerei timp de două ore, apoi toarnă într-un recipient gol.', '[title] Pune într-un slow cooker și gătește ciocolata. [step] Amestecă constant pentru a evita formarea cocoloașelor.']",hellaswag/validation/3994,5749,Food and Entertaining,wikihow~9537,val,indomain,0
"[header] Cum să cumperi un cadou pentru a șaptea aniversare a căsătoriei [title] Ia în considerare bijuteriile din cupru. [step] Se spune că cuprul aduce noroc, prosperitate și bunăstare celor care îl au, deci de ce să nu îl lași pe partenerul tău să îl poarte? Poți căuta pe site-uri precum etsy și amazon pentru a găsi vânzători care vând bijuterii din cupru. Poți găsi bucăți frumoase și unice de cupru online, deoarece este un material foarte popular pentru bijuterii.",,"[header] Cum să cumperi un cadou pentru a șaptea aniversare a căsătoriei [title] Ia în considerare bijuteriile din cupru. [step] Se spune că cuprul aduce noroc, prosperitate și bunăstare celor care îl au, deci de ce să nu îl lași pe partenerul tău să îl poarte? Poți căuta pe site-uri precum etsy și amazon pentru a găsi vânzători care vând bijuterii din cupru. Poți găsi bucăți frumoase și unice de cupru online, deoarece este un material foarte popular pentru bijuterii.","['Aurul este, de asemenea, acceptat și un mare culoare, la fel ca și cuprul. Mergi în magazinele second-hand pentru a găsi bijuterii din cupru.', 'Asigură-te să verifici cu vendorii tăi înainte de a cumpăra bijuteriile tale, deoarece bijuteriile din cupru sunt de obicei vândute ca un cadou. [title] Găsește bijuterii la comandă la bijutieri.', '[substeps] Alege ceva ce partenerul tău ar purta cu adevărat. Dacă le plac colierele distractive, adaugă unul din cupru la colecția lor.', '[title] Cumpără apă caldă și fă o baie. [step] Temperaturile ridicate ar putea duce la agitație mare.']",hellaswag/validation/9504,46293,Cars & Other Vehicles,wikihow~76175,val,indomain,2
"[header] Cum să măsurați bicepsul [title] Măsurați-vă înainte de a face exerciții cu greutăți. [step] Dacă vă antrenați brațele chiar înainte de a vă măsura dimensiunea bicepsului, nu veți obține o măsurare precisă a bicepsului. Exercițiile fizice forțează sângele în mușchii dvs., ceea ce mărește temporar dimensiunea bicepsului și tricepsului.",,"[header] Cum să măsurați bicepsul [title] Măsurați-vă înainte de a face exerciții cu greutăți. [step] Dacă vă antrenați brațele chiar înainte de a vă măsura dimensiunea bicepsului, nu veți obține o măsurare precisă a bicepsului. Exercițiile fizice forțează sângele în mușchii dvs., ceea ce mărește temporar dimensiunea bicepsului și tricepsului.","['[substeps] Deoarece bicepsul este grupul muscular numărul unu, există câteva tehnici pe care le puteți urma pentru a măsura în mod corespunzător greutatea și înălțimea bicepsului dumneavoastră înainte de o cântărire. De exemplu, dacă bicepsul dumneavoastră este destul de mare, puteți încerca ridicarea unor greutăți în loc să vă cântăriți.', '[substeps] Dacă intenționați să vă măsurați brațele și să faceți exerciții fizice în aceeași zi, luați întotdeauna măsurătorile înainte. [title] Măsurați la cea mai groasă parte a ambilor bicepși.', 'În loc să vă pierdeți timpul măsurând forța bicepsului, petreceți timpul făcând exerciții care vizează bicepsul dumneavoastră. [substeps] Stai jos pe podea și puneți mâinile plate pe podea.', '[substeps] Dacă este posibil, măsurați-vă bicepsii de câteva ori pe parcursul zilei și după programul de lucru pentru a vedea cât de plini sunt. Atunci când faceți exerciții fizice, puneți întotdeauna mâinile pe brațele superioare.']",hellaswag/validation/9607,46995,Personal Care and Style,wikihow~77330,val,zeroshot,1
"[header] Cum să interacționezi cu copiii [title] Comunică prin atingere sau îmbrățișare. [step] Sugarii și copiii mici (copiii sub vârsta de 3 ani) pot fi incapabili să vorbească cu tine, dar acest lucru nu îi împiedică să comunice. Cea mai mare parte a comunicării se va face prin atingere directă.",,"[header] Cum să interacționezi cu copiii [title] Comunică prin atingere sau îmbrățișare. [step] Sugarii și copiii mici (copiii sub vârsta de 3 ani) pot fi incapabili să vorbească cu tine, dar acest lucru nu îi împiedică să comunice. Cea mai mare parte a comunicării se va face prin atingere directă.","['Atinge brațul sau umărul bebelușului tău. Pune capul bebelușului între umărul tău și partea din față a cămășii tale.', 'Anunță copiii că ești aproape când au nevoie de ajutor și că vei fi acolo în numele lor când vor fi gata să vorbească. [title] Vorbește cu copiii tăi atunci când ești îngrijorat de ei.', 'De fiecare dată când observi un bebeluș sau un copil mic plângând sau strigând, încearcă să îi ții în brațe sau să îi îmbrățișezi pentru a-i liniști. [substeps] Bebelușii învață prin simțul atingerii, ceea ce văd și ceea ce aud.', 'O atingere pe spate sau pe umăr poate transmite îngrijorare sau bucurie. Este mult mai ușor să vorbim cu bebelușii și copiii mici dacă îi atingem în acest fel când sunt treji.']",hellaswag/validation/6487,24010,Family Life,wikihow~39623,val,zeroshot,2
[header] Cum să-ți faci temele la timp dacă ești un amânător [title] Organizează-ți notele și fișierele în categorii. [step] Amânarea este ușoară dacă notițele tale sunt așa de dezorganizate încât nu poți găsi nimic de care ai nevoie! Petrece timpul necesar pentru a-ți organiza notele și fișierele. Păstrează un registru sau un dosar pentru fiecare clasă și pune-ți notele și temele în ordine cronologică.,,[header] Cum să-ți faci temele la timp dacă ești un amânător [title] Organizează-ți notele și fișierele în categorii. [step] Amânarea este ușoară dacă notițele tale sunt așa de dezorganizate încât nu poți găsi nimic de care ai nevoie! Petrece timpul necesar pentru a-ți organiza notele și fișierele. Păstrează un registru sau un dosar pentru fiecare clasă și pune-ți notele și temele în ordine cronologică.,"['Astfel, dacă intri în clasă fără note, nu le vei avea nici când te întorci mai târziu. [substeps] Obține o listă a tuturor lucrărilor tale.', '[title] Notează-ți termenele limită ale sarcinilor într-un planificator. [step] Treci prin programul tău de clasă sau syllabus și notează fiecare termen limită într-un planificator.', '[substeps] Dacă te simți uituc, pune-ți lucrările la matematică, științe și engleză pe una dintre aceste grămezi. Dacă lucrezi intens la o problemă, încearcă să nu te concentrezi prea mult pe ea.', '[substeps] Dacă școala ta oferă un registru sau un dosar organizat, folosește-l pentru a-ți organiza lucrările. Dacă nu, renunță la el.']",hellaswag/validation/7430,31167,Youth,wikihow~51364,val,indomain,1
Un bărbat gravează o dovleac cu o unealtă asemănătoare cu cuţitul. Bărbatul apoi taie un logo în dovleac.,noi,Un bărbat gravează o dovleac cu o unealtă asemănătoare cu cuţitul. Bărbatul apoi taie un logo în dovleac. noi,"['vedem părinţii afară şi-i vedem folosind uneltele de decorare a dovlecilor.', 'vedem darul finalizat.', 'vedem ecranul de închidere.', 'vedem dovleacul cu o lumină în interiorul acestuia.']",hellaswag/validation/1001,14424,Carving jack-o-lanterns,activitynet~v_puwMWETdvL0,val,indomain,3
"Cineva poarta un caz de instrumente si merge afara, pune cazul jos pe pamant si ia un vioara. Femeia canta la vioara oriunde merge si danseaza in timp ce canta.",ea,"Cineva poarta un caz de instrumente si merge afara, pune cazul jos pe pamant si ia un vioara. Femeia canta la vioara oriunde merge si danseaza in timp ce canta. ea","['se opreste sa ia o schimbare de haine si sa continue sa cante.', 'face cateva miscari ale corpului, indoindu-si spatele aproape atingand pamantul, in timp ce canta la vioara.', 'incepe sa cante si sa traga arcusul peste coarde, iar fata ei apare cu privirea uimita de instrument.', 'se opreste sa cante, se joaca si se comporta foarte ciudat peste tot.']",hellaswag/validation/916,12751,Playing violin,activitynet~v_Vp63nbOfxgs,val,zeroshot,1
[header] Cum să faci un tort de clovn [title] Taie prăjitura mică în formă triunghiulară. [title] Încovoiește partea de jos într-un mic arc în loc de o linie dreaptă. [step] Folosește bezele albe și roz în jurul bazei tortului pentru guler (sau gâtara).,,[header] Cum să faci un tort de clovn [title] Taie prăjitura mică în formă triunghiulară. [title] Încovoiește partea de jos într-un mic arc în loc de o linie dreaptă. [step] Folosește bezele albe și roz în jurul bazei tortului pentru guler (sau gâtara).,"['Tăiați o rană în partea laterală a formei îndreptate a tortului pentru a face gulerul. Pentru manșeta mai largă și mai mare, utilizați bezele gigant.', '[title] Decorează prăjitura mare cu cremă de unt. [step] Folosește un cuțit neted pentru a-i da un strat uniform în jur.', 'Folosește bezele roșii sau mov pentru a face penele de papagal dacă doriți o reprezentare mai realistă a clovnului. [title] Creează forme de paie pentru clovnii falși din partea de jos.', '[title] Închide-ți pleoapele și rotește-le de sus în jos, creând o suliță (ca în imaginea cu coada de sus). [title] Personalizează-ți construcția folosind bezele roșii pentru solzi și bezele roșii și roz pentru urechile inimii.']",hellaswag/validation/5500,16911,Food and Entertaining,wikihow~27974,val,indomain,1
"Se apleacă și încearcă să aprindă un foc, dar nu reușește. Încearcă din nou cu o altă chibrită.",focul,"Se apleacă și încearcă să aprindă un foc, dar nu reușește. Încearcă din nou cu o altă chibrită. focul","['devine din ce în ce mai mare cu fiecare încercare.', 'începe să se răspândească.', 'apoi pornește rapid și flăcările săritor spre cer.', 'se aprinde într-o ghemare portocalie mare.']",hellaswag/validation/1231,18100,Starting a campfire,activitynet~v_BWqsgYhgUbI,val,indomain,2
"[header] Cum să ajutați copiii prin divorț [title] Comunicați respectuos cu soțul / soția dvs. [step] Emoțiile sunt puternice în timpul unui divorț și este posibil să nu doriți să vorbiți deloc cu fostul / fosta dvs. soț / soție. Cu toate acestea, va trebui să interacționați cu fostul / fosta dvs. soț / soție uneori și este important să comunicați respectuos cu el sau ea în interesul copiilor dvs.",,"[header] Cum să ajutați copiii prin divorț [title] Comunicați respectuos cu soțul / soția dvs. [step] Emoțiile sunt puternice în timpul unui divorț și este posibil să nu doriți să vorbiți deloc cu fostul / fosta dvs. soț / soție. Cu toate acestea, va trebui să interacționați cu fostul / fosta dvs. soț / soție uneori și este important să comunicați respectuos cu el sau ea în interesul copiilor dvs.","['Vorbiți cu soțul sau soția dvs. calm, cu respect, și spuneți-i că el sau ea este important pentru dvs. și că doriți să petreceți timp cu ei când au nevoie de ajutor. [substeps] Exprimați-vă recunoștința pentru tot ceea ce au făcut pentru dvs.', '[substeps] Fiți direct și asertiv cu fostul / fosta dvs. soț / soție, dar nu îl / o criticați, diminuați sau acuzați în fața copiilor dvs. Discutați simplu despre ceea ce trebuie discutat într-un mod obiectiv.', 'S-ar putea să nu vă simțiți confortabil discutând informații sensibile din familie cu fostul / fosta dvs. soț / soție, dar întotdeauna puteți vorbi cu el sau ea ulterior pentru a vedea cum ar reacționa copiii dvs. Încercați să rămâneți cât mai calmi posibil în timpul oricărei conversații și comunicați fostului / fostei dvs. soț / soție când are o șansă rezonabilă să vorbească.', 'Asigurați-vă că ascultați și că nu întrerupeți soțul / soția dvs. înainte ca el sau ea să fi vorbit. [substeps] Evitați să vă certați sau să înjurați cu fostul / fosta dvs. soț / soție în fața copiilor dvs.']",hellaswag/validation/3969,5588,Family Life,wikihow~9281,val,zeroshot,1
"[header] Cum să aveți clavicule proeminente [title] Începeți cu un exercițiu ușor pentru întregul corp. [step] Pentru a avea clavicule vizibile, este necesar să vă antrenați întregul corp în mod regulat pentru a reduce excesul de grăsime și pentru a vă tonifia corpul. O persoană supraponderală nu poate avea clavicule vizibile până când nu antrenează întregul corp.",,"[header] Cum să aveți clavicule proeminente [title] Începeți cu un exercițiu ușor pentru întregul corp. [step] Pentru a avea clavicule vizibile, este necesar să vă antrenați întregul corp în mod regulat pentru a reduce excesul de grăsime și pentru a vă tonifia corpul. O persoană supraponderală nu poate avea clavicule vizibile până când nu antrenează întregul corp.","['Este posibil să fie necesar să începeți prin mersul rapid în fiecare zi pentru a transpira și a vă tonifia corpul. [title] Luați în considerare adăugarea unei plimbări ușoare de 15 minute înainte de a face ceva solicitant în primele două săptămâni.', 'Antrenați-vă în fiecare zi, de câteva ori pe săptămână. [substeps] Studiile arată că în general beneficiați dacă vă antrenați întregul corp timp de 6-12 ore la fiecare sesiune.', 'Împreună cu exercițiile, adoptați o dietă echilibrată și mențineți-vă hidratați. Cele mai bune exerciții pentru întregul corp includ: [substeps] jogging, alergat, mers rapid, înot, sărit coarda, ciclism, exerciții cardiovasculare (pentru întregul corp), yoga. [title] Faceți exerciții în mod regulat care vizează gâtul și pieptul.', 'Chiar și atunci, progresează către un corp mai tonifiat și abordează exercițiile cu o postură corectă. [substeps] Exercițiile regulate vă ajută să vă mențineți un aspect mai activ și tonifiat chiar și în timpul exercițiilor fizice.']",hellaswag/validation/9699,47859,Personal Care and Style,wikihow~78753,val,zeroshot,2
Un bărbat de vârstă mijlocie stă în picioare peste o grămadă de lemne.,bărbatul,Un bărbat de vârstă mijlocie stă în picioare peste o grămadă de lemne. bărbatul,"['se apleacă asupra lemnului.', 'apoi începe să împingă lemnul și să-l ciocănească pentru a-l pune în locul potrivit.', 'începe să scutura lemnul.', 'ia lemne de foc și alte materiale și începe să folosească lemnul pentru a construi un foc.']",hellaswag/validation/1085,15714,Starting a campfire,activitynet~v_BWqsgYhgUbI,val,indomain,0
